similar_product,similar_inv_pk,similarity_score,similar_brd_name,similar_dpt_name,original_product,inv_pk,brd_name
trini chickpea curry,49854,0.9745059,A Dozen Cousins               ,Packaged Grocery              ,baking powder,49852,A Dozen Cousins               
citrus juicer heavy duty,1351300,0.9429753,Zulay                         ,Mercantile                    ,organic apple juice,59977,Fox Run                       
nut butter container,1244976,0.95350647,Bulk Containers               ,Mercantile                    ,organic apple juice,59977,Fox Run                       
mortar & pestle,1164781,0.93341494,My Magic Place Shop           ,Mercantile                    ,organic apple juice,59977,Fox Run                       
belgian waffle dish towel,1029658,0.9468358,Down To Earth                 ,Mercantile                    ,organic apple juice,59977,Fox Run                       
gamboge latte mug,1029654,0.9426044,Down To Earth                 ,Mercantile                    ,organic apple juice,59977,Fox Run                       
chocolate chip macaroons,1351104,0.95687485,Streit's                      ,Packaged Grocery              ,vegan coffee cake,846363,Nairns                        
chocolate cream sandwich,1319918,0.95453584,Maxine's Heavenly             ,Packaged Grocery              ,vegan coffee cake,846363,Nairns                        
oatmeal cream pie cookies,1319917,0.93489957,Maxine's Heavenly             ,Packaged Grocery              ,vegan coffee cake,846363,Nairns                        
vanilla meringues,1319887,0.95725596,Streit's                      ,Packaged Grocery              ,vegan coffee cake,846363,Nairns                        
chocolate nut brownie macaroons,1319886,0.9517184,Streit's                      ,Packaged Grocery              ,vegan coffee cake,846363,Nairns                        
milk & cookies dog treats,1023606,0.92042637,Bocce's Bakery                ,Packaged Grocery              ,lager,20663,Wellness Pet Products         
sweet potato brown rice cat food,315981,0.92265546,Wild Harvest                  ,Packaged Grocery              ,lager,20663,Wellness Pet Products         
chicken & beef dog food,315980,0.92512697,Wild Harvest                  ,Packaged Grocery              ,lager,20663,Wellness Pet Products         
grain free chicken cat food,315979,0.9224848,Wild Harvest                  ,Packaged Grocery              ,lager,20663,Wellness Pet Products         
sweet potato salmon dog food,315978,0.90842927,Wild Harvest                  ,Packaged Grocery              ,lager,20663,Wellness Pet Products         
conventional strawberries heart 15 oz,1351301,0.9004475,Driscoll's                    ,Produce                       ,seasonal ipa,13945,Produce                       
organic jumbo kiwi 1# clamshell,1318957,0.9067155,Produce                       ,Produce                       ,seasonal ipa,13945,Produce                       
organic greenhouse strawberries,842342,0.9056212,Nature Fresh Farms            ,Produce                       ,seasonal ipa,13945,Produce                       
conventional blueberries 18 oz,585855,0.9476986,Produce                       ,Produce                       ,seasonal ipa,13945,Produce                       
raspberries rose 6oz,520281,0.9212271,Driscoll's                    ,Produce                       ,seasonal ipa,13945,Produce                       
7 sprouted grain bread,486077,0.9361618,Food For Life                 ,Frozen                        ,organic whole wheat spaghetti,30194,Food For Life                 
sprouted whole grain bread,315935,0.9220304,Silver Hills                  ,Packaged Grocery              ,organic whole wheat spaghetti,30194,Food For Life                 
plain awesome bagels,105655,0.90032625,Dave's Killer Bread           ,Packaged Grocery              ,organic whole wheat spaghetti,30194,Food For Life                 
bread sprouted multigrain og,48468,0.91220427,Silver Hills                  ,Frozen                        ,organic whole wheat spaghetti,30194,Food For Life                 
bread sprtd little big og,39312,0.9172654,Silver Hills                  ,Frozen                        ,organic whole wheat spaghetti,30194,Food For Life                 
probiotic drink lemon ginger og,38453,0.9496991,Kevita                        ,Refrigerated                  ,organic sea salt dark chocolate bar,713117,Kevita                        
og udon noodles,662965,0.9067128,Koyo Foods                    ,Packaged Grocery              ,organic tart cherry juice,39008,Lotus Foods                   
og spicy beef ramen,383137,0.9601505,Mike's Mighty Good            ,Packaged Grocery              ,organic tart cherry juice,39008,Lotus Foods                   
traditional organic pho noodles,214425,0.9062047,Lotus Foods                   ,Packaged Grocery              ,organic tart cherry juice,39008,Lotus Foods                   
organic udon rice noodles,214418,0.9171473,Lotus Foods                   ,Packaged Grocery              ,organic tart cherry juice,39008,Lotus Foods                   
organic buckwheat soba,214417,0.90676004,Lotus Foods                   ,Packaged Grocery              ,organic tart cherry juice,39008,Lotus Foods                   
gentle cleaning scrub,1319907,0.97213703,Meliora                       ,Packaged Grocery              ,avocado oil mayo,1319908,Meliora                       
ecoclean disinfecting wipes,843344,0.9256486,Clorox                        ,Packaged Grocery              ,avocado oil mayo,1319908,Meliora                       
